product_name,product_description,count_of_ratings,product_price,regular_price,product_url,effect,ingredients,rating,capacity,regular_unit_price_100ml,promotion_unit_price_100ml,brand,discount,lemmatized_ingredients
Holika Holika Aloe Water Proof Sun Gel,"wodoodporny krem-żel przeciwsłoneczny do twarzy SPF50 PA++++, 100 ml",548,89.99,89.99,/holika-holika-wodoodporny-krem-zel-przeciwsloneczny-do-twarzy-spf50-pa-100-ml-000000000000390581.html,ochrona UV,"WATER DIBUTYL ADIPATE PROPANEDIOL DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE POLYMETHYLSILSESQUIOXANE ETHYLHEXYL TRIAZONE NIACINAMIDE METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL COCO-CAPRYLATE/CAPRATE CAPRYLYL METHICONE DIETHYLHEXYL BUTAMIDO TRIAZONE GLYCERIN BUTYLENE GLYCOL 1,2-HEXANEDIOL PENTYLENE GLYCOL BEHENYL ALCOHOL POLY C10-30 ALKYL ACRYLATE POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE DECYL GLUCOSIDE TROMETHAMINE CARBOMER FRAGRANCE ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER SODIUM STEAROYL GLUTAMATE POLYACRYLATE CROSSPOLYMER-6 ETHYLHEXYLGLYCERIN ADENOSINE XANTHAN GUM T-BUTYL ALCOHOL TOCOPHEROL HIPPOPHAE RHAMNOIDES FRUIT EXTRACT ASCORBIC ACID DAUCUS CAROTA SATIVA (CARROT) ROOT EXTRACT ROSA CANINA FRUIT EXTRACT PYRUS MALUS (APPLE) FRUIT EXTRACT PRUNUS ARMENIACA (APRICOT) JUICE MORINGA OLEIFERA SEED OIL CERAMIDE NP PHYTOSPHINGOSINE ALOE FEROX LEAF EXTRACT HYDROGENATED LECITHIN ARTEMISIA CAPILLARIS EXTRACT",4.4,100.0,89.99,89.99,Holika Holika,0.0,"water dibutyl adipate propanediol diethylamino hydroxybenzoyl hexyl benzoate polymethylsilsesquioxane ethylhexyl triazone niacinamide methylene bis - benzotriazolyl tetramethylbutylphenol coco - caprylate,caprate caprylyl methicone diethylhexyl butamido triazone glycerin butylene glycol 1,2 - hexanediol pentylene glycol behenyl alcohol poly c10 - 30 alkyl acrylate polyglyceryl-3 methylglucose distearate decyl glucoside tromethamine carbomer fragrance acrylates,c10 - 30 alkyl acrylate crosspolymer sodium stearoyl glutamate polyacrylate crosspolymer-6 ethylhexylglycerin adenosine xanthan gum t - butyl alcohol tocopherol hippophae rhamnoides fruit extract ascorbic acid daucus carota sativa (carrot) root extract rosa canina fruit extract pyrus malus (apple) fruit extract prunus armeniaca (apricot) juice moringa oleifera seed oil ceramide np phytosphingosine aloe ferox leaf extract hydrogenate lecithin artemisia capillaris extract"
L'Oréal Paris Revitalift Filler,"przeciwzmarszczkowy krem do twarzy, 50 ml",8,79.99,97.99,/loreal-paris-przeciwzmarszczkowy-krem-do-twarzy-50-ml-000000000000434917.html,przeciwzmarszczkowy,"Aqua/Water, Propylene Glycol, Glycerin, Dimethicone, Alcohol Denat., Octyldodecanol, Caprylyl Methicone, Betaine, Niacinamide, Isohexadecane, Hydroxypalmitoyl Sphinganine, Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Sodium Hydroxide, 2-Oleamido-1,3-Octadecanediol, Tocopheryl Acetate, Ceramide NP, Hydrogenated Lecithin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Xanthan Gum, Dimethiconol, Citronellol, Linalool, Chlorphenesin, Phenoxyethanol, Parfum/Fragrance (F.I.L. Z70019477/1)",4.9,50.0,195.98,159.98,L'Oréal Paris,18.369221349117257,"water,water, propylene glycol, glycerin, dimethicone, alcohol denat., octyldodecanol, caprylyl methicone, betaine, niacinamide, isohexadecane, hydroxypalmitoyl sphinganine, sodium acetylated hyaluronate, sodium hyaluronate, sodium hydroxide, 2 - oleamido-1,3 - octadecanediol, tocopheryl acetate, ceramide np, hydrogenate lecithin, acrylates,c10 - 30 alkyl acrylate crosspolymer, carbomer, xanthan gum, dimethiconol, citronellol, linalool, chlorphenesin, phenoxyethanol, parfum,fragrance (f.i.l.z70019477/1)"
Revuele Age Revive,"liftingujące serum pod oczy, 25 ml",38,12.99,12.99,/revuele-liftingujace-serum-pod-oczy-25-ml-000000000000351551.html,Nawilżające,"Water / Aqua, Mineral Oil / Paraffinum Liquidum, Glyceryl Stearate, Cetearyl Alcohol (and)
Ceteareth-20 (and) Ceteareth-12
and Cetyl Palmitate, Glycerin,
Shea Butter / Butyrospermum Parkii Butter, Xanthan Gum, Pectin,
Hydrolyzed Vegetable Protein,
Serine, Arginine, Proline, Disodium
EDTA, Octyldodecanol, Etylhexyl
Stearate, Propylene Glycol,
Alpine Rose Leaf Cell Culture Extract / Rhododendron Ferrugineum Leaf Cell Culture Extract (and) Isomalt
(and) Lecithin (and) Sodium
Benzoate (and) Lactic Acid,
Coenzyme Q10 / Ubiquinone,
Provitamin B5 / Panthenol, Caffeine, Allantoin,
Phenoxyethanol, Fragrance / Parfum,
Triethanolamine, Acrylates/C10-30
Alkyl Acrylate Crosspolymer, Butylated Hydroxytoluene / BHT.",4.1,25.0,51.96,51.96,Revuele,0.0,"water,water, mineral oil,paraffinum liquidum, glyceryl stearate, cetearyl alcohol (and) 
 ceteareth-20 (and) ceteareth-12 
 and cetyl palmitate, glycerin, 
 shea butter,butyrospermum parkii butter, xanthan gum, pectin, 
 hydrolyzed vegetable protein, 
 serine, arginine, proline, disodium 
 edta, octyldodecanol, etylhexyl 
 stearate, propylene glycol, 
 alpine rose leaf cell culture extract,rhododendron ferrugineum leaf cell culture extract (and) isomalt 
 (and) lecithin (and) sodium 
 benzoate (and) lactic acid, 
 coenzyme q10,ubiquinone, 
 provitamin b5,panthenol, caffeine, allantoin, 
 phenoxyethanol, fragrance,parfum, 
 triethanolamine, acrylates,c10 - 30 
 alkyl acrylate crosspolymer, butylated hydroxytoluene,bht."
Lierac Mesolift,"krem do twarzy, 40 ml",11,139.99,139.99,/lierac-krem-do-twarzy-40-ml-000000000000384473.html,"Nawilżające,
Odświeżające,
Odżywcze,
Pielęgnujące",INGREDIENTS: AQUA / WATER / EAU. GLYCERIN. NIACINAMIDE. PENTAERYTHRITYL TETRAETHYLHEXANOATE. SQUALANE. C10-18 TRIGLYCERIDES. NEOPENTYL GLYCOL DIHEPTANOATE. CETYL ALCOHOL. GLYCERYL STEARATE. CETEARYL ALCOHOL. DIMETHICONE. PEG-75 STEARATE. SODIUM LACTATE. HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. PARFUM / FRAGRANCE. POLYACRYLATE CROSSPOLYMER-6. CETETH-20. STEARETH-20. PANTHENOL. PYRIDOXINE HCL. SODIUM BENZOATE. CITRIC ACID. PROPYLENE GLYCOL. SODIUM PCA. ZEA MAYS (CORN) OIL. GLYCOLIC ACID. LACTIC ACID. MALIC ACID. PENTYLENE GLYCOL. MAGNESIUM ASPARTATE. ZINC GLUCONATE. TOCOPHEROL. POLYSORBATE 60. SORBITAN ISOSTEARATE. PYRUVIC ACID. SODIUM HYALURONATE. TARTARIC ACID. GLYCINE SOJA (SOYBEAN) OIL. CI 19140 / YELLOW 5. COPPER GLUCONATE. CI 14700 / RED 4. CI 75130 / BETA-CAROTENE. 1538A.,3.5,40.0,349.98,349.98,Lierac,0.0,"ingredient: water,water,eau. glycerin. niacinamide. pentaerythrityl tetraethylhexanoate. squalane. c10 - 18 triglycerides. neopentyl glycol diheptanoate. cetyl alcohol. glyceryl stearate. cetearyl alcohol. dimethicone. peg-75 stearate. sodium lactate. hydroxyethyl acrylate,sodium acryloyldimethyl taurate copolymer. parfum,fragrance. polyacrylate crosspolymer-6. ceteth-20. steareth-20. panthenol. pyridoxine hcl. sodium benzoate. citric acid. propylene glycol. sodium pca. zea mays (corn) oil. glycolic acid. lactic acid. malic acid. pentylene glycol. magnesium aspartate. zinc gluconate. tocopherol. polysorbate 60. sorbitan isostearate. pyruvic acid. sodium hyaluronate. tartaric acid. glycine soja (soybean) oil. ci 19140,yellow 5. copper gluconate. ci 14700,red 4. ci 75130,beta - carotene. 1538a."
Nacomi Next Level,"krem do twarzy SPF50 holiday, 50 ml",111,23.99,39.99,/nacomi-krem-do-twarzy-spf50-holiday-50-ml-000000000000385251.html,ochrona UV,"Aqua, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Glycerin, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Thermus Thermophillus Ferment, Cetyl Alcohol, Cetearyl Alcohol, Glyceryl Stearate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano), Coco-Caprylate/Caprate, Isopropyl Myristate, Propylheptyl Caprylate, Hydrogenated Farnesene, Olea Europaea Fruit Oil, Stearic Acid, Sodium Lauroyl Glutamate, Passiflora Incarnata Seed Oil, Camellia Sinensis Leaf Extract, Linum Usitatissimum Seed Extract, Althaea Officinalis Root Extract, Prunus Amygdalus Dulcis Fruit Extract, Hydrolyzed Glycosaminoglycans, Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Tocopherol, Glycine Soja Oil, Potato Starch Modified, Decyl Glucoside, Zea Mays Starch, Propanediol, Tocopheryl Acetate, Dehydroacetic Acid, Xanthan Gum, Propylene Glycol, Citric Acid, Parfum, Raspberry Ketone, Potassium Sorbate, Sodium Benzoate, Benzyl Glycol, Phenoxyethanol, Ethylhexylglycerin, Benzyl Alcohol.",3.1,50.0,79.98,47.98,Nacomi,40.01000250062516,"water, diethylamino hydroxybenzoyl hexyl benzoate, glycerin, bis - ethylhexyloxyphenol methoxyphenyl triazine, ethylhexyl triazone, thermus thermophillus ferment, cetyl alcohol, cetearyl alcohol, glyceryl stearate, methylene bis - benzotriazolyl tetramethylbutylphenol (nano), coco - caprylate,caprate, isopropyl myristate, propylheptyl caprylate, hydrogenate farnesene, olea europaea fruit oil, stearic acid, sodium lauroyl glutamate, passiflora incarnata seed oil, camellia sinensis leaf extract, linum usitatissimum seed extract, althaea officinalis root extract, prunus amygdalus dulcis fruit extract, hydrolyzed glycosaminoglycans, sodium hyaluronate, hyaluronic acid, hydrolyzed hyaluronic acid, sodium hyaluronate crosspolymer, tocopherol, glycine soja oil, potato starch modified, decyl glucoside, zea mays starch, propanediol, tocopheryl acetate, dehydroacetic acid, xanthan gum, propylene glycol, citric acid, parfum, raspberry ketone, potassium sorbate, sodium benzoate, benzyl glycol, phenoxyethanol, ethylhexylglycerin, benzyl alcohol."
AA Cera Wrażliwa,"kojący krem do cery wrażliwej, 50 ml",5,19.99,19.99,/aa-kojacy-krem-do-cery-wrazliwej-50-ml-000000000000415189.html,Kojące,"Aqua,Butyrospermum Parkii Butter,Polyglyceryl-3 Distearate,Pentylene Glycol,Caprylic/Capric Triglyceride,Hydroxypropyl Starch Phosphate,Glyceryl Stearate,Squalane,Glycerin,Cetearyl Alcohol,Aluminium Sucrose Octasulfate,Hydroxyacetophenone,Glyceryl Stearate Citrate,Panthenol,Asiaticoside,Madecassic Acid,Asiatic Acid,Sodium Hyaluronate,Allantoin,Triolein,Glyceryl Dioleate,Ceramide NP,Ceramide NG,Cetyl Hydroxyethylcellulose,Parfum",5.0,50.0,39.98,39.98,AA,0.0,"water, butyrospermum parkii butter, polyglyceryl-3 distearate, pentylene glycol, caprylic,capric triglyceride, hydroxypropyl starch phosphate, glyceryl stearate, squalane, glycerin, cetearyl alcohol, aluminium sucrose octasulfate, hydroxyacetophenone, glyceryl stearate citrate, panthenol, asiaticoside, madecassic acid, asiatic acid, sodium hyaluronate, allantoin, triolein, glyceryl dioleate, ceramide np, ceramide ng, cetyl hydroxyethylcellulose, parfum"
Bergamo Vitamin,"rozjaśniający krem witaminowy do twarzy, 50 g",17,49.99,49.99,/bergamo-rozjasniajacy-krem-witaminowy-do-twarzy-50-g-000000000000411832.html,"Kojące,
Nawilżające,
Regenerujące","Aqua, Mineral Oil, Glycerin, Dipropylene Glycol, Cetyl Ethylhexanoate, Stearic Acid, Niacinamide, Beeswax, Hydrogenated Polydecene, Cetearyl Alcohol, Glyceryl Stearate, Butyrospermum Parkii (Shea Butter), Sorbitan Stearate, PEG-100 Stearate, Dimethicone, Phenoxyethanol, Carbomer, Arginine, Beta-Glucan, Hippophae Rhamnoides Extract, Mangifera Indica (Mango) Fruit Extract, Lycium Chinense Fruit Extract, Schizandra Chinensis Fruit Extract, Allantoin, Disodium EDTA, Adenosine, Parfum, CI 19140",4.8,50.0,99.98,99.98,Bergamo,0.0,"water, mineral oil, glycerin, dipropylene glycol, cetyl ethylhexanoate, stearic acid, niacinamide, beeswax, hydrogenate polydecene, cetearyl alcohol, glyceryl stearate, butyrospermum parkii (sheabutter), sorbitan stearate, peg-100 stearate, dimethicone, phenoxyethanol, carbomer, arginine, beta - glucan, hippophae rhamnoide extract, mangifera indica (mango) fruit extract, lycium chinense fruit extract, schizandra chinensis fruit extract, allantoin, disodium edta, adenosine, parfum, ci 19140"
Orientana Natural Snail Cream,"regenerujący krem do twarzy ze śluzem ślimaka, 50 ml",54,48.99,69.99,/orientana-krem-do-twarzy-ze-sluzem-slimaka-50ml-000000000000299731.html,regenerujący,"INCI: Aqua, Coco Caprylate/Caprate, Propanediol, Snail Secretion Filtrate, Prunus Amygdalus Dulcis Oil, Glycerin, Glyceryl Stearate Citrate, Sucrose Stearate, Polyglyceryl-4 Cocoate, Camellia Kissi Seed Oil, Tocopherol, Butyrospermum Parkii Butter, Cetearyl Alcohol, Boerhavia Diffusa Root Extract, Sodium Hyaluronate, Cetyl Alcohol, Sodium Ricinoleate, Xanthan Gum, Sodium Phytate Sodium Benzoate, Potassium Sorbate, Citric Acid, Parfum (kompozycja zapachowa hypoalergiczna).",4.1,50.0,139.98,97.98,Orientana,30.00428632661808,"inci: water, coco caprylate,caprate, propanediol, snail secretion filtrate, prunus amygdalus dulcis oil, glycerin, glyceryl stearate citrate, sucrose stearate, polyglyceryl-4 cocoate, camellia kissi seed oil, tocopherol, butyrospermum parkii butter, cetearyl alcohol, boerhavia diffusa root extract, sodium hyaluronate, cetyl alcohol, sodium ricinoleate, xanthan gum, sodium phytate sodium benzoate, potassium sorbate, citric acid, parfum (kompozycjazapachowahypoalergiczna)."
Skin79 Natural Snail Mucus,"głeboko nawilżający krem do twarzy, 50 ml",20,52.99,52.99,/skin79-gleboko-nawilzajacy-krem-do-twarzy-50-ml-000000000000365645.html,nawilżający,"Water,Glycerin,Butylene Glycol,Caprylic/Capric Triglyceride,Hydrogenated Polydecene,Dimethicone,Pentylene Glycol,Dimethicone/Vinyl Dimethicone Crosspolymer,Phenoxyethanol,Carbomer,Amodimethicone,Sodium Hydroxide,Disodium EDTA,Cetearyl Alcohol,Stearic Acid,Glyceryl Stearate,PEG-100 Stearate,Snail Secretion Filtrate (1,000 ppm),Sodium Hyaluronate,Sorbitan Stearate,Urea,Hydroxyacetophenone,Aloe Barbadensis Extract,Opuntia Ficus-Indica Extract,Bambusa Vulgaris Extract,Cucumis Sativus (Cucumber) Extract,1,2 Hexanediol,Arginine,Ceramide NP,Hydrogenated Lecithin,Sodium Hyaluronate Crosspolymer,Hydrolyzed Hyaluronic Acid,Hyaluronic Acid,Ethylhexylglycerin,Hydrolyzed Sodium Hyaluronate,Sodium polyacrylate,Allantoin,Hydrolyzed Collagen,Fragrance",4.6,50.0,105.98,105.98,Skin79,0.0,"water, glycerin, butylene glycol, caprylic,capric triglyceride, hydrogenated polydecene, dimethicone, pentylene glycol, dimethicone,vinyl dimethicone crosspolymer, phenoxyethanol, carbomer, amodimethicone, sodium hydroxide, disodium edta, cetearyl alcohol, stearic acid, glyceryl stearate, peg-100 stearate, snail secretion filtrate (1,000ppm),sodium hyaluronate, sorbitan stearate, urea, hydroxyacetophenone, aloe barbadensis extract, opuntia ficus - indica extract, bambusa vulgaris extract, cucumis sativus (cucumber) extract,1,2 hexanediol, arginine, ceramide np, hydrogenated lecithin, sodium hyaluronate crosspolymer, hydrolyzed hyaluronic acid, hyaluronic acid, ethylhexylglycerin, hydrolyzed sodium hyaluronate, sodium polyacrylate, allantoin, hydrolyzed collagen, fragrance"
Soraya Kolagen i Elastyna,"nawilżający krem do twarzy na dzień i na noc, 50 ml",7,12.49,12.49,/soraya-krem-do-twarzy-50ml-000000000000232484.html,nawilżający,"Kolagen i Elastyna pochodzenia morskiego – odpowiedniki naturalnych protein skóry, wspomagają utrzymanie naturalnej elastyczności i jędrności skóry.
Czysta witamina E – zwana witaminą młodości, chroni przed zanieczyszczeniami środowiska i wolnymi rodnikami, opóźniając procesy starzenia. Poprawia barierę lipidową naskórka, dzięki czemu skóra staje się lepiej nawilżona, bardziej elastyczna i gładka.
Aktywna witamina A – zwana witaminą wzrostu, przyspiesza regenerację komórek i sprzyja odnowie. Reguluje procesy złuszczania się naskórka, wygładza i rozjaśnia cerę. Wzmacnia sieć włókien podporowych skóry, dzięki czemu poprawia jej jędrność i elastyczność .
Stymulująca witamina C – silny antyutleniacz, który zwalcza wolne rodniki powodujące starzenie się skóry. Stymuluje syntezę kolagenu, zapobiega pojawianiu się zmarszczek.",4.9,50.0,24.98,24.98,Soraya,0.0,"kolagen i elastyna pochodzenia morskiego – odpowiedniki naturalnych protein skóry, wspomagają utrzymanie naturalnej elastyczności i jędrności skóry. 
 czysta witamina e – zwana witaminą młodości, chroni prze zanieczyszczeniami środowiska i wolnymi rodnikami, opóźniając procesy starzenia. poprawia barierę lipidową naskórka, dzięki czemu skóra staje się lepiej nawilżona, bardziej elastyczna i gładka. 
 aktywna witamina a – zwana witaminą wzrostu, przyspiesza regenerację komórek i sprzyja odnowie. reguluje procesy złuszczania się naskórka, wygładza i rozjaśnia cerę. wzmacnia sieć włókien podporowych skóry, dzięki czemu poprawia jej jędrność i elastyczność. 
 stymulująca witamina c – silny antyutleniacz, który zwalcza wolne rodniki powodujące starzenie się skóry. stymuluje syntezę kolagenu, zapobiega pojawianiu się zmarszczek."
Floslek Naczynka Pro,"nawilżający krem do twarzy, 50 ml",7,25.99,25.99,/floslek-nawilzajacy-krem-do-twarzy-50-ml-000000000000410325.html,nawilżający,"Aqua*, Pentylene Glycol*, Glyceryl Stearate*, Isopropyl Palmitate*, Glycerin*, PEG-100 Stearate, Dipropylene Glycol, Prunus Amygdalus Dulcis Oil*, Caprylic/Capric Triglyceride*, Ethylhexyl Methoxycinnamate, Cetearyl Alcohol*, Ceteareth-20, Shea Butter Ethyl Esters*, Glycosaminoglycans*, Viola Tricolor Extract*, Arnica Montana Flower Extract*, Arnica Chamissonis Flower Extract*, Ginkgo Biloba Leaf Extract*, Panthenol, Tocopheryl Acetate, Carbomer, Triethanolamine, Ethylhexylglycerin, Parfum, Decylene Glycol, Caprylhydroxamic Acid, Sodium Phytate*, Sodium Benzoate, Potassium Sorbate, Citric Acid*, Biotin.
*składniki pochodzenia naturalnego",5.0,50.0,51.98,51.98,Floslek,0.0,"water *, pentylene glycol *, glyceryl stearate *, isopropyl palmitate *, glycerin *, peg-100 stearate, dipropylene glycol, prunus amygdalus dulcis oil *, caprylic,capric triglyceride *, ethylhexyl methoxycinnamate, cetearyl alcohol *, ceteareth-20, shea butter ethyl esters *, glycosaminoglycan *, viola tricolor extract *, arnica montana flower extract *, arnica chamissonis flower extract *, ginkgo biloba leaf extract *, panthenol, tocopheryl acetate, carbomer, triethanolamine, ethylhexylglycerin, parfum, decylene glycol, caprylhydroxamic acid, sodium phytate *, sodium benzoate, potassium sorbate, citric acid *, biotin. 
 * składniki pochodzenia naturalnego"
Facemania Vitamin C,"rozjaśniający krem do twarzy z witaminą C, 50 ml",11,27.99,39.99,/facemania-rozjasniajacy-krem-do-twarzy-z-witamina-c-50-ml-000000000000352545.html,Odżywcze,"Aqua, Caprylic/Capric Triglyceride, Glycerin, Magnesium Ascorbyl Phosphate, Polyglyceryl-3 Methylglucose Distearate, Propanediol, Cetearyl Alcohol, Allantoin, Salvia Sclarea Extract, Butyrospermum Parkii Butter, Glyceryl Stearate, Citrus Limon Fruit Extract, Lycium Barbarum Fruit Extract, Camellia Sinensis Leaf Extract, Tocopheryl Acetate, Panthenol, Parfum, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin, Limonene, Hexyl Cinnamal, Citral, Geraniol.",4.4,50.0,79.98,55.98,Facemania,30.007501875468872,"water, caprylic,capric triglyceride, glycerin, magnesium ascorbyl phosphate, polyglyceryl-3 methylglucose distearate, propanediol, cetearyl alcohol, allantoin, salvia sclarea extract, butyrospermum parkii butter, glyceryl stearate, citrus limon fruit extract, lycium barbarum fruit extract, camellia sinensis leaf extract, tocopheryl acetate, panthenol, parfum, sodium benzoate, potassium sorbate, phenoxyethanol, ethylhexylglycerin, limonene, hexyl cinnamal, citral, geraniol."
Teaology Matcha,"krem do twarzy i szyi z herbatą matcha, 30 ml",65,54.99,69.99,/teaology-krem-do-twarzy-i-szyi-z-herbata-matcha-30-ml-000000000000351278.html,"Napinające skórę,
Odżywcze,
Ujędrniające","AQUA (*), COCO-CAPRYLATE/CAPRATE, DICAPRYLYL CARBONATE, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE, DIMETHICONE, GLYCERYL STEARATE, DICAPRYLYL ETHER, ISOSTEARYL ISOSTEARATE, BUTYLENE GLYCOL COCOATE, BUTYROSPERMUM PARKII BUTTER, GLYCERIN, OLUS OIL, CAMELLIA SINENSIS LEAF (*), SCLEROCARYA BIRREA SEED OIL, TOCOPHERYL ACETATE, PULLULAN, SACCHARIDE ISOMERATE, MAGNESIUM ASCORBYL PHOSPHATE, SODIUM HYALURONATE, ASCORBYL PALMITATE, CERA ALBA, NANNOCHLOROPSIS OCULATA EXTRACT, ETHYLHEXYLGLYCERIN, RETINYL PALMITATE, GLUCOMANNAN, LECITHIN, TOCOPHEROL, MICA, ETHYLHEXYL PALMITATE, PARFUM, PHENOXYETHANOL, PEG-100 STEARATE, HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER, POLYMETHYLSILSESQUIOXANE, BENZOPHENONE-4, CAMELLIA SINENSIS LEAF EXTRACT, UNDECYLENIC ACID, SODIUM PHYTATE, CAMELINA SATIVA SEED OIL, CITRULLUS LANATUS FRUIT EXTRACT, LENS ESCULENTA FRUIT EXTRACT, PYRUS MALUS FRUIT EXTRACT, CI 77492, TITANIUM DIOXIDE, TRIHYDROXYSTEARIN, PROPANEDIOL, SODIUM LACTATE, SODIUM PCA, CITRIC ACID, CITRAL, GERANIOL, HEXYL CINNAMAL, LIMONENE, LINALOOL, (*) tea infusion",4.7,30.0,233.3,183.3,Teaology,21.431633090441483,"water (*), coco - caprylate,caprate, dicaprylyl carbonate, cetearyl alcohol, cetearyl glucoside, dimethicone, glyceryl stearate, dicaprylyl ether, isostearyl isostearate, butylene glycol cocoate, butyrospermum parkii butter, glycerin, olus oil, camellia sinensis leaf (*), sclerocarya birrea seed oil, tocopheryl acetate, pullulan, saccharide isomerate, magnesium ascorbyl phosphate, sodium hyaluronate, ascorbyl palmitate, cera alba, nannochloropsis oculata extract, ethylhexylglycerin, retinyl palmitate, glucomannan, lecithin, tocopherol, mica, ethylhexyl palmitate, parfum, phenoxyethanol, peg-100 stearate, hdi,trimethylol hexyllactone crosspolymer, polymethylsilsesquioxane, benzophenone-4, camellia sinensis leaf extract, undecylenic acid, sodium phytate, camelina sativa seed oil, citrullus lanatus fruit extract, lens esculenta fruit extract, pyrus malus fruit extract, ci 77492, titanium dioxide, trihydroxystearin, propanediol, sodium lactate, sodium pca, citric acid, citral, geraniol, hexyl cinnamal, limonene, linalool, (*) tea infusion"
Iwostin Solecrin,"krem na przebarwienia do twarzy SPF50+, 50 ml",10,49.99,67.99,/iwostin-krem-na-przebarwienia-do-twarzy-spf50-50-ml-000000000000384761.html,ochrona UV,"Aqua,Ethylhexyl Methoxycinnamate,C12-15 Alkyl Benzoate,Dicaprylyl Carbonate,Titanium Dioxide,Glycerin,Potassium Cetyl Phosphate,Butyl Methoxydibenzoylmethane,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [nano],Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Mannitol,Hydrogenated Polydecene,VP/Eicosene Copolymer,Glyceryl Stearate SE,Cetearyl Alcohol,Caprylic/Capric Triglyceride,Aluminum Starch Octenylsuccinate,Sodium Gluconate,Sodium Citrate,Waltheria Indica Leaf Extract,Dextrin,Ferulic Acid,Hydroxystearic Acid,Hydrogenated Olive Oil Stearyl Esters,Tocopheryl Acetate,Decyl Glucoside,Xanthan Gum,Ocimum Sanctum Leaf Extract,Silybum Marianum Fruit Extract,Butylene Glycol,Polyacrylate-13,Polyisobutene,Polysorbate 20,Propylene Glycol,Disodium EDTA,PEG-8,Tocopherol,Ascorbic Acid,Ascorbyl Palmitate,Citric Acid,Phenoxyethanol,Ethylhexylglycerin,BHT,Sorbitan Isostearate,Potassium Sorbate,Alumina,Dimethicone",3.6,50.0,135.98,99.98,Iwostin,26.47448154140314,"water, ethylhexyl methoxycinnamate, c12 - 15 alkyl benzoate, dicaprylyl carbonate, titanium dioxide, glycerin, potassium cetyl phosphate, butyl methoxydibenzoylmethane, methylene bis - benzotriazolyl tetramethylbutylphenol, nano],bis - ethylhexyloxyphenol methoxyphenyl triazine, mannitol, hydrogenated polydecene, vp,eicosene copolymer, glyceryl stearate se, cetearyl alcohol, caprylic,capric triglyceride, aluminum starch octenylsuccinate, sodium gluconate, sodium citrate, waltheria indica leaf extract, dextrin, ferulic acid, hydroxystearic acid, hydrogenated olive oil stearyl esters, tocopheryl acetate, decyl glucoside, xanthan gum, ocimum sanctum leaf extract, silybum marianum fruit extract, butylene glycol, polyacrylate-13,polyisobutene, polysorbate 20,propylene glycol, disodium edta, peg-8,tocopherol, ascorbic acid, ascorbyl palmitate, citric acid, phenoxyethanol, ethylhexylglycerin, bht, sorbitan isostearate, potassium sorbate, alumina, dimethicone"
