product_name,product_description,count_of_ratings,product_price,regular_price,product_url,Cena jednostkowa,Działanie,Składniki,Ocena
Lirene Resweratrol,"odmładzający krem do twarzy 70+, 50 ml",(2),25.99,25.99,/lirene-odmladzajacy-krem-do-twarzy-70-50-ml-000000000000415047.html,"51,98 zł
/100ml",,"Aqua (Water),Cetearyl Alcohol,Panthenol,Niacinamide,Vitis Vinifera Fruit Water,Butyrospermum Parkii (Shea) Butter,Caprylic/Capric Triglyceride,Glycerin,Oleyl Erucate,Ricinus Communis (Castor) Seed Oil,Hydrogenated Olive Oil Decyl Esters,Pentylene Glycol,Undecane,Glyceryl Stearate,Tocopheryl Acetate,Vitis Vinifera (Grape) Seed Oil,Glucose,Retinyl Palmitate,Vitis Vinifera Seed Extract,Resveratrol,3-0-Ethyl Ascorbic Acid,Lecithin,Lonicera Caprifolium Flower Extract,Lonicera Japonica Flower Extract,Tocopherol,Tridecane,Helianthus Annuus (Sunflower) Seed Oil,Hydrogenated Vegetable Glycerides Citrate,Cetearyl Glucoside,Hydrogenated Castor Oil,Sclerotium Gum,Butylene Glycol,Citric Acid,Dehydroacetic Acid,Potassium Sorbate,Sodium Benzoate,Benzyl Alcohol,Benzoic Acid,Parfum (Fragrance),Benzyl Alcohol,Benzyl Salicylate,Hydroxycitronellal,Limonene,Linalool,Citronellol",5.0
La-Le,"krem-booster peptydowy do twarzy, 50 ml",(3),67.99,84.99,/la-le-krem-booster-peptydowy-do-twarzy-50-ml-000000000000420205.html,"135,98 zł
/100ml",,"Aqua, Caprylic/Capric Triglyceride, Butylene Glycol, Glycerin, Sodium Poliacrylate, Squalane, Dehydroacetic Acid, Benzyl Alcohol, Parfum, Tanacetum Annuum Flower Oil, Dextran, Acetyl Tetrapeptide-2, Caprooyl Tetrapeptide-3, Trifluoroacetyl Tripeptide-2, Amyl Cinnamal*, Citral*, Limonene*",5.0
Dermedic Normacne,"ultranawilżający krem do twarzy wspierający farmakoterapię trądziku, 40 ml",(5),73.99,73.99,/dermedic-ultranawilzajacy-krem-do-twarzy-wspierajacy-farmakoterapie-tradziku-40-ml-000000000000366257.html,"184,98 zł
/100ml","Antybakteryjne,
Łagodzące,
Nawilżające,
Odżywcze","Aqua, Caprylic/Capric Triglyceride, Glycerin, Methylpropanediol, Ethyl Linolenate, Ethyl Linoleate, Ethyl Oleate, Ethyl Palmitate, Ethyl Stearate, Sodium Hyaluronate, Betaine, Cetyl Alcohol, Squalane, Sorbitol, Sodium PCA, Sodium Lactate, Caprylyl Glycol, Niacinamide,  PEG-8, Tocopherol, Ascorbyl  Palmitate, Ascorbic Acid, Citric Acid, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Polyacrylamide, C 13-14 Isoparaffin, Laureth-7, DMDM Hydantoin, Iodopropynyl Butylcarbamate, Phenoxyethanol, Ethylhexylglycerin, Parfum, CI 19140·42090",3.4
Iwostin Solecrin,"emulsja ochronna do opalania SPF50+, 100 ml",(6),71.99,71.99,/iwostin-emulsja-ochronna-do-opalania-spf50-100-ml-000000000000384763.html,"71,99 zł
/100ml",,"Aqua,Hydrogenated Polydecene,C12-15 Alkyl Benzoate,Ethylhexyl Methoxycinnamate,Methylpropanediol,Titanium Dioxide,Caprylic/Capric Triglyceride,Glycerin,Butyl Methoxydibenzoylmethane,Ethoxydiglycol,Potassium Cetyl Phosphate,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [nano],Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Isopropyl Palmitate,VP/Eicosene Copolymer,Aluminum Starch Octenylsuccinate,Caprylyl Glycol,Laminaria Ochroleuca Extract,Squalane,Hydrogenated Olive Oil Stearyl Esters,Decyl Glucoside,PEG-8,Polysorbate 60,Tocopheryl Acetate,Tocopherol,Ascorbyl Palmitate,Ascorbic Acid,Cetearyl Alcohol,Glyceryl Stearate SE,Hydroxystearic Acid,Propylene Glycol,Sorbitan Isostearate,Xanthan Gum,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Citric Acid,Triethanolamine,Disodium EDTA,Phenylpropanol,BHT,Alumina,Dimethicone",4.4
Egy Seven,"krem z mlekiem wielbłąda do ciała i twarzy, 200 ml",,119.0,129.0,/egy-seven-krem-z-mlekiem-wielblada-do-ciala-i-twarzy-200-ml-55625007.html,"59,50 zł
/100ml",,"Aqua, Camel Milk, Cety Alkohol, Stearyl Alkohol, Stearic Acid, Glyceryl Stearante, Glycerin, Propylene Glicol, Panthenol, Ceteareth-20, Ricinus Communis Seed Oil, Kojic Acid, Sodium Hydroxide, Phenoxyethanol, Tocopherol, Perfume.",
Polemika,"antyoksydacyjny krem nawilżający do twarzy, 50 ml",,95.2,119.0,/polemika-antyoksydacyjny-krem-nawilzajacy-do-twarzy-50-ml-49993922.html,"190,40 zł
/100ml","Nawilżające,
Przeciwzmarszczkowe","Aqua, Glycerin, Propanediol, Isoamyl Laurate, Cetearyl Alcohol, Borago Officinalis Seed Oil, Solanum Lycopersicum Seed Oil, Olea Europaea Fruit Oil, Cetyl Esters, Glyceryl Stearate Citrate, Caprylic/Capric Triglyceride, Camellia Sinensis Leaf, Propanediol Dicaprylate, Leontopodium Alpinum Flower/Leaf Extract, Microcitrus Australasica Fruit Extract, Kappaphycus Alvarezii Extract, Rheum Rhaponticum Root Extract, Rosmarinus Officinalis Leaf Extract, Sodium Hyaluronate, Sea Water, Tocopherol, Saccharide Isomerate, Sodium Phytate, Glyceryl Caprylate, Sodium Stearoyl Glutamate, Xanthan Gum, Phenethyl Alcohol, Dehydroacetic Acid, Benzyl Alcohol, Helianthus Annuus Seed Oil, Sodium Benzoate, Potassium Sorbate, Citric Acid, Parfum",
Revuele Probio Skin Balance,"krem do twarzy, 50 ml",,27.99,27.99,/revuele-krem-do-twarzy-50-ml-000000000000436776.html,"55,98 zł
/100ml",Kojące,"Water / Aqua, Glycerin, Ethylhexyl Stearate, Cetearyl Alcohol, Shea Butter / Butyrospermum Parkii Butter, Glyceryl Stearate SE, Inulin, Alpha-Glucan Оligosaccharide, Propylene Glycol, Hydrolyzed Caesalpinia Spinosa Gum, Caesalpinia Spinosa Gum, Ceteareth-20, Caprylic/Capric Triglyceride, Maltodextrin, Lactobacillus Ferment, Vitamin B3 / Niacinamide, Phenoxyethanol, Bisabolol, Allantoin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Fragrance / Parfum, Disodium EDTA.",
Vichy Neovadiol Przed Menopauzą Na Noc,"ujędrniający krem na noc przywracający gęstość skórze, 50 ml",(9),169.99,169.99,/vichy-ujedrniajacy-krem-na-noc-przywracajacy-gestosc-skorze-50-ml-000000000000404007.html,"339,98 zł
/100ml",Ujędrniające,Aqua /water / Eau - Alcohol Denat - Glycerin - Prunus Armeniaca Kernel Oil / Apricot Kernel Oil - Niacinamide - Dimethicone - Hydroxypropyl Tetrahydropyrantriol - Propanediol - Propylene Glycol - Isononyl Isononanoate - Zea Mays Starch / Corn Starch - Silica Silylate - Poloxamer 338 - Hydroxyethylpiperazine Ethane Sulfonic Acid - Octyldodecanol - Dimethiconol - Caffeine - Sodium Acrylates Crosspolymer-2 - Sodium Hyaluronate - Silica - Perlite - Adenosine - Ammonium Polyacryloyldimethyl Taurate - Ammonium Acryloyldimethyltaurate/steareth-25 Methacrylate Crosspolymer - Caprylyl Glycol - Capryloyl Salicylic Acid - Laureth-7 - Citric Acid - Cassia Angustifolia Seed Polysaccharide - Trisodium Ethylenediamine Disuccinate - Menthoxypropanediol - Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate - Polyacrylamide - C13-14 Isoparaffin - Parfum / Fragrance,5.0
Eveline Cosmetics Prestige 24K,"przeciwzmarszczkowe serum do twarzy, 18 ml",(12),44.99,44.99,/eveline-cosmetics-przeciwzmarszczkowe-serum-do-twarzy-18-ml-000000000000371860.html,"249,94 zł
/100ml",,"Aqua (Water),PEG-40 Hydrogenated Castor Oil,Snail Secretion Filtrate,Propanediol,Glycerin,Caffeine,Niacinamide,Ascorbyl Palmitate,Bakuchiol,Camellia Japonica Seed Oil,Caviar Extract,Acetyl Hexapeptide-8,Phenoxyethanol,Fragrance,Cellulose Gum,Propylene Glycol,Hydroxyacetophenone,Disodium EDTA,Ethylhexylglycerin,Inulin,Xanthan Gum,Colloidal Gold,Cellulose,Fructose,Glucose,Leuconostoc/Radish Root Ferment Filtrate,Dipeptide Diaminobutyroyl Benzylamide Diacetate,Caprylyl Glycol.",4.5
Make Me Bio Mellow Mango,"krem do cery normalnej i wrażliwej, 60 ml",(5),49.69,70.99,/make-me-bio-krem-do-cery-normalnej-i-wrazliwej-60-ml-000000000000405695.html,"82,81 zł
/100ml",Regenerujące,"Aqua ‹Woda›, Prunus Amygdalus Dulcis ‹Słodkie Migdały› Oil1, Simmondsia Chinensis ‹Jojoba› Seed Oil1, Mangifera Indica ‹Masło Mango› Seed Butter, Glycerin, Cetearyl Glucoside, Cetearyl Alcohol, Hippophae Rhamnoides ‹Rokitnik› Oil, Tocopherol ‹Witamina E›, Helianthus Annuus ‹Słonecznik› Seed Oil, Xanthan Gum, Benzyl Alcohol, Dehydroacetic Acid, Parfum2, Alcohol, Limonene2, Linalool2, Citral2
1 z upraw organicznych
2 pochodzenia naturalnego",5.0
KOI Cosmetics,"krem nawilżająco-wygładzający do twarzy, 30 ml",,79.0,79.0,/koi-cosmetics-krem-nawilzajaco-wygladzajacy-do-twarzy-30-ml-55205341.html,"263,31 zł
/100ml",Wygładzające,"Aqua, Caprylic/Capric Triglyceride, Cetearyl Olivate, Cetearyl Alcohol, Olea Europaea Fruit Oil, Sorbitan Olivate, Glycerin, Persea Gratissima Oil, Isoamyl Laurate, Coco-Caprylate, Benzyl Alcohol, Sodium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Argania Spinosa Kernel Oil, Ferulic Acid, Persea Gratissima Fruit Extract, Olea Europaea Fruit Extract, Tocopheryl Acetate, Vanilla Planifolia Fruit Extract, Dipteryx Odorata Seed Extract, Citrus Aurantium Bergamia Fruit Extract, Cinnamomum Zeylanicum Bark Extract, Thymus Vulgaris Flower/Leaf Extract, Eugenia Caryophyllus Flower Extract, Citrus Aurantifolia Peel Extract, Jasminum Officinale Flower/Leaf Extract, Rosa Damascena Flower Extract, Tocopherol, Sodium Lactate, Tetrasodium Glutamate Diacetate, Xanthan Gum, Dehydroacetic Acid, Cinnamal, Coumarin, Eugenol, Limonene",
Perfecta Multikolagen Retinol,"multikolagenowy krem pod oczy i na okolice ust 60+/70+, 15 ml",,18.19,25.99,/perfecta-krem-pod-oczy-na-okolice-ust-15ml-000000000000321715.html,"121,27 zł
/100ml",Rozświetlające,"Aqua, Glycerin, Cetearyl Ethylhexanoate, Caprylic/Capric Triglyceride, Glyceryl Stearate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Caffeine, Butylene Glycol, Carbomer, Polysorbate 20, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Sodium Hyaluronate, Hydrolyzed Rice Bran Protein, Superoxide Dismutase, Glycine Soja Protein, Dimethicone, Ethylhexyl Cocoate, Dimethiconol, Tocopherol, Glycine Soja Oil, Retinol, Dimethylmethoxy Chromanol, Ceteareth-25, Stearyl Alcohol, Ceteareth-20, Sodium Hydroxide, Disodium EDTA, Methylparaben, Ethylparaben, Octadecyl Di-T-Butyl-4-Hydroxyhydrocinnamate, Phenoxyethanol, Mica, CI 77891.",
Uzdrovisco Kurkuma,"wypełniający zmarszczki krem do twarzy poranny, 50 ml",(2),39.89,56.99,/uzdrovisco-wypelniajacy-zmarszczki-krem-do-twarzy-poranny-50-ml-000000000000437283.html,"79,78 zł
/100ml",,"AQUA, GLYCERIN, PROPANEDIOL, SQUALANE, COCO_CAPRYLATE/CAPRATE, HYDROGENATED ETHYLHEXYL OLIVATE, PERSEA GRATISSIMA OIL, TRIPELARGONIN, VITIS VINIFERA SEED OIL, COCO_CAPRYLATE, GLYCERYL STEARATE, GLYCERYL STEARATE CITRATE, CETEARYL ALCOHOL, SILICA, HYDROGENATED OLIVE OIL UNSAPONIFIABLES, BUTYROSPERMUM PARKII BUTTER, CURCUMIN, SODIUM ACETYLATED HYALURONATE, SODIUM HYALURONATE, SODIUM HYALURONATE CROSSPOLYMER, HYDROLYZED SODIUM HYALURONATE, CAESALPINIA SPINOSA FRUIT EXTRACT, KAPPAPHYCUS ALVAREZII EXTRACT, ACACIA SEYAL GUM EXTRACT, GLOBULARIA ALYPUM LEAF EXTRACT, XANTHAN GUM, PHOSPHATIDYLCHOLINE, LYSOLECITHIN, SCLEROTIUM GUM, SODIUM STEAROYL GLUTAMATE, PULLULAN, ARGININE, PENTYLENE GLYCOL, TOCOPHEROL, BETA_SITOSTEROL, SODIUM CARRAGEENAN, MONOSODIUM CITRATE, SEA SALT, SQUALENE, GLYCINE SOJA OIL, TETRASODIUM GLUTAMATE DIACETATE, CITRIC ACID, BENZYL ALCOHOL, PHENETHYL ALCOHOL, DEHYDROACETIC ACID, ETHYLHEXYLGLYCERIN, POTASSIUM SORBATE, PARFUM",5.0
Revuele Centella,"naprawczy żel-krem do twarzy, 40 ml",(1),17.99,17.99,/revuele-naprawczy-zel-krem-do-twarzy-40-ml-000000000000453337.html,"44,98 zł
/100ml",Regenerujące,"Water / Aqua, Sodium Hyaluronate, Propylene Glycol, Glycerin, Squalane, Vitamin B3 / Niacinamide, Centella Asiatica Leaf Extract, Caprylic/Capric Triglyceride,Polymethylsilsesquioxane, Dimethicone, Isohexadecane, Cetearyl Methicone, PEG-40 Stearate, Steareth-2, Steareth-21, Inulin, Alpha-Glucan Oligosaccharide, Provitamin B5 / Panthenol, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Betaine, Disodium EDTA, Triethanolamine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citric Acid, Sodium Benzoate, Potassium Sorbate.",5.0
La Roche-Posay Anthelios,"żel-krem do twarzy z filtrem SPF50+, 50 ml",(8),139.99,139.99,/la-roche-posay-zel-krem-do-twarzy-z-filtrem-spf50-50-ml-000000000000411849.html,"279,98 zł
/100ml",Ochrona UV,885782 19 - INGREDIENTS: AQUA / WATER • SILICA • ISOPROPYL PALMITATE • BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE • ETHYLHEXYL SALICYLATE • ETHYLHEXYL TRIAZONE • BUTYL METHOXYDIBENZOYLMETHANE • DICAPRYLYL ETHER • NIACINAMIDE • DROMETRIZOLE TRISILOXANE • PHENYLBENZIMIDAZOLE SULFONIC ACID • DIISOPROPYL ADIPATE • TRIETHANOLAMINE • GLYCERIN • ZEA MAYS STARCH / CORN STARCH • DIISOPROPYL SEBACATE • DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE • PENTYLENE GLYCOL • TOCOPHEROL • SODIUM STEAROYL GLUTAMATE • PERLITE • ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER • CAPRYLYL GLYCOL • CI 15510 / ORANGE 4 • CI 16035 / RED 40 • INULIN LAURYL CARBAMATE • ISOPROPYL LAUROYL SARCOSINATE • P-ANISIC ACID • SALICYLIC ACID • SILICA SILYLATE • SODIUM POLYACRYLATE • TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID • TITANIUM DIOXIDE • TRISODIUM ETHYLENEDIAMINE DISUCCINATE • TROMETHAMINE • XANTHAN GUM • ZINC PCA • PARFUM / FRAGRANCE (F.I.L. Z292037/1).,3.2999999999999994
Lierac Premium,"odżywczy krem przeciwstarzeniowy do twarzy, 50 ml",(4),429.99,429.99,/lierac-krem-do-twarzy-50ml-000000000000275426.html,"859,98 zł
/100ml","Liftingujące,
Nawilżające,
Odbudowujące,
Odżywcze,
Pielęgnujące,
Przeciwstarzeniowe,
Regenerujące",INGREDIENTS : AQUA / WATER / EAU. CAPRYLIC/CAPRIC TRIGLYCERIDE. PENTAERYTHRITYL TETRAETHYLHEXANOATE. GLYCERIN. DIMETHICONE. BUTYROSPERMUM PARKII (SHEA) BUTTER. CETEARYL ALCOHOL. BUTYLENE GLYCOL. GLYCERYL STEARATE. PEG-100 STEARATE. HEXYLDECANOL. HEXYLDECYL LAURATE. ELAEIS GUINEENSIS (PALM) OIL. CETYL PALMITATE. PARFUM / FRAGRANCE. SYNTHETIC FLUORPHLOGOPITE. GOSSYPIUM HERBACEUM (COTTON) SEED OIL. CETEARYL GLUCOSIDE. BIDENS PILOSA EXTRACT. CETYL ALCOHOL. PAPAVER SOMNIFERUM SEED OIL. LINUM USITATISSIMUM (LINSEED) SEED OIL. SODIUM POLYACRYLATE. TOCOPHERYL ACETATE. HYDROGENATED POLYDECENE. CHLORPHENESIN. SODIUM BENZOATE. SODIUM SALICYLATE. SUCROSE PALMITATE. XANTHAN GUM. CITRIC ACID. PROPYLENE GLYCOL. TEPRENONE. SODIUM HYALURONATE. GLYCERYL LINOLEATE. YEAST EXTRACT / EXTRAIT DE LEVURE. PPG-5-LAURETH-5. TOCOPHEROL. SILICA. CYCNOCHES COOPERI (ORCHID) FLOWER/LEAF EXTRACT. PHENOXYETHANOL. GLYCINE SOJA (SOYBEAN) OIL. ROSA HYBRID FLOWER EXTRACT. POTASSIUM SORBATE. CI 19140 / YELLOW 5. ETHYLHEXYLGLYCERIN. ACETYL HEXAPEPTIDE-51 AMIDE. 1209B.,2.8
Nivea 24h Nawilżenia,"odświeżający Krem do twarzy na dzień, 50 ml",(3),18.89,25.99,/nivea-odswiezajacy-krem-do-twarzy-na-dzien-50-ml-000000000000367295.html,"37,78 zł
/100ml",Odświeżające,"Aqua, Glycerin, Ethylhexyl Salicylate, C12-15 Alkyl Benzoate, Alcohol Denat., Cetearyl Alcohol, Butyl Methoxydibenzoylmethane, Caprylic/Capric Triglyceride, Distarch Phosphate, Glyceryl Stearate, Hydroxypropyl Starch Phosphate, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Nymphaea Alba Root Extract, Sodium Stearoyl Glutamate, Butyrospermum Parkii Butter, Ethylhexylglycerin, Hydroxyacetophenone, Tapioca Starch, Xanthan Gum, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Sodium Chloride, Trisodium EDTA, Sodium Hydroxide, Phenoxyethanol, Parfum",4.0
Naturikke Naturalny kwas hialuronowy,"nawilżający krem do twarzy przed zaśnięciem, 50 ml",(3),39.99,39.99,/naturikke-nawilzajacy-krem-do-twarzy-przed-zasnieciem-50-ml-000000000000415409.html,"79,98 zł
/100ml","Regenerujące,
Wygładzające","AQUA/WATER, PROPANEDIOL, GLYCERIN, SHEA BUTTER ETHYL ESTERS, COCO-CAPRYLATE/CAPRATE, DECYL COCOATE, MACADAMIA INTEGRIFOLIA SEED OIL, VITIS VINIFERA (GRAPE) SEED OIL, POLYGLYCERYL-2 STEARATE, SIMMONDSIA CHINENSIS SEED OIL, PENTAERYTHRITYL DISTEARATE, GLYCERYL STEARATE, CAMELLIA JAPONICA SEED OIL, STEARYL ALCOHOL, CETEARYL ALCOHOL, BUTYROSPERMUM PARKII (SHEA BUTTER), CAULERPA LENTILLIFERA EXTRACT, COCOS NUCIFERA (COCONUT) FRUIT EXTRACT, HYALURONIC ACID, TOCOPHEROL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, ARACHIDYL ALCOHOL, BEHENYL ALCOHOL, BUTYLENE GLYCOL, ARACHIDYL GLUCOSIDE, XANTHAN GUM, SCLEROTIUM GUM, SODIUM PHYTATE, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, ROSMARINUS OFFICINALIS LEAF EXTRACT, CITRIC ACIDPARFUM/FRAGRANCE, BENZYL ALCOHOL, DEHYDROACETIC ACID, SODIUM BENZOATE",5.0
L'Oréal Paris Me Magnesium,"krem do twarzy, 50 ml",(3),39.99,50.99,/loreal-paris-krem-do-twarzy-50-ml-000000000000410900.html,"79,98 zł
/100ml",Nawilżające,"Aqua/Water, Glycerin, Isopropyl Myristate, Caprylic/Capric Triglyceride, Butyrospermum Parkii Butter/Shea Butter, Ammonium Polyacryloyldimethyl Taurate, Mentha Piperita Extract/Peppermint Extract, Hydroxyacetophenone, Magnesium PCA, Sodium Hyaluronate, Tocopherol, Citric Acid, Biosaccharide Gum-1, Caprylyl Glycol, Glyceryl Isostearate, Maltodextrin, Pentylene Glycol, Xanthan Gum, Parfum/Fragrance (F.I.L. Z287835/1) Listy składników dla produktów naszej marki są regularnie aktualizowane. Zapoznaj się z listą składników na opakowaniu produktu, gdzie zawsze znajduje się najbardziej aktualna lista składników, aby upewnić się, że jest ona dla Ciebie odpowiednia.",5.0
Vianek Normalizujący,"normalizujący krem do twarzy na noc z ekstraktem z liści pokrzywy, 50 ml",(22),31.49,32.99,/vianek-normalizujacy-krem-do-twarzy-na-noc-z-ekstraktem-z-lisci-pokrzywy-50ml-000000000000293783.html,"62,98 zł
/100ml",Nawilżające,"Aqua,Vitis Vinifera Seed Oil,Olea Europaea Fruit Oil,Squalane,Sorbitan Stearate,Sucrose Cocoate,Urtica Dioica Leaf Extract,Glyceryl Stearate,Stearic Acid,Cetearyl Alcohol,Niacinamide,Sulfur,Agar,Acacia Senegal Gum,Tocopheryl Acetate,Xanthan Gum,Benzyl Alcohol,Melaluca Alternifolia Leaf Oil,Betulin,Parfum,Dehydroacetic Acid",3.6
Ava Aloe Organic,"krem do twarzy na dzień anti-ageing, 50 ml",(4),43.99,43.99,/ava-krem-do-twarzy-na-dzien-anti-ageing-50-ml-000000000000299660.html,"87,98 zł
/100ml","Łagodzące,
Nawilżające,
Odżywcze,
Przeciwzmarszczkowe,
Regenerujące","Aqua, Lavandula Angustifolia Flower Water*, Aloe Barbadensis Leaf Juice*, Glycerin, Macadamia Integrifolia Seed Oil*, Cetearyl Olivate, Squalane, Cetearyl Alcohol, Sorbitan Olivate, Olea Europaea Fruit Oil, Zea Mays Starch*, Aloe Barbadensis Leaf Extract, Opuntia Ficus-Indica Stem Extract**, Camellia Sinensis Leaf Extract*, Chamomilla Recutita Flower Extract*, Hydrogenated Vegetable Oil, Phytosterols, Beta-sitosterol, Olea Europaea Oil Unsaponifiables, Cocos Nucifera Oil, Tocopherol, Squalene, Glyceryl Stearate, Sodium Phytate, Glyceryl Linolenate, Sodium Benzoate, Potassium Sorbate, Dehydroacetic Acid, Sodium Dehydroacetate, Benzyl Alcohol, Parfum, Citronellol, Geraniol, Linalool",4.3
Pharmaceris N Capi-Hialuron-C,"dermo-strukturalny krem korygujący zmarszczki SPF20, 50 ml",(1),69.99,69.99,/pharmaceris-dermo-strukturalny-krem-korygujacy-zmarszczki-spf20-50-ml-000000000000389536.html,"139,98 zł
/100ml",Wzmacniające naczynka,"Kwas hialuronowy – substancja łącząca w skórze właściwej włókna kolagenowe i elastynowe zatrzymująca proces starzenia się skóry. Doskonale wiąże wodę w naskórku zapewniając skórze nawilżenie, poprawia elastyczność i ujędrnienie.
Dermo-peptyd – synergiczny kompleks stymulujący komunikację między komórkami i procesy naprawiania uszkodzeń wywołanych starzeniem. Uruchamia syntezę włókien kolagenu, chroniąc jego struktury przed uszkodzeniami i hamując proces starzenia.
Witamina C – skuteczny antyoksydant o właściwościach detoksykujących, stymuluje syntezę kolagenu oraz zabezpiecza skórę przed przedwczesnym starzeniem się skóry. Rozjaśnia przebarwienia, usuwa wolne rodniki, wygładza zmarszczki.
Tioprolina – silny antyoksydant. Wspomaga regenerację naskórka. Działa przeciwstarzeniowo i przeciwzapalnie. Chroni przed szkodliwym działaniem czynników zewnętrznych.
InnoTetrapeptyd – innowacyjny peptyd stworzony, aby zmniejszać widoczność zaczerwienień wywołanych reakcjami zapalnymi. Hamuje uwalnianie interleukin odpowiedzialnych za reakcje zapalne.
Fotostabilne filtry UVA/UVB – tworzą aktywną barierę przed fotostarzeniem skóry.",5.0
Slavia Cosmetics Rozświetlenie & Ujędrnienie,"krem do twarzy na dzień z aktywną witaminą C 3%, 30 ml",,130.5,145.0,/slavia-cosmetics-krem-do-twarzy-na-dzien-z-aktywna-witamina-c-3-30-ml-55111833.html,"430,65 zł
/100ml",Rozświetlające,"Aqua, Carthamus Tinctorius (Safflower) Seed Oil, Coco-Caprylate/Caprate, Polyglyceryl-3 Distearate, Ascorbyl Tetraisopalmitate, Betaine, Glyceryl Stearate, Propanediol, Glycerin, Cellulose, Simmondsia Chinensis (Jojoba) Seed Oil, Cetearyl Alcohol, Coffea Arabica (Green Coffee) Seed Oil, Sodium PCA, Acacia Senegal gum, Sodium Hyaluronate, Beta Vulgaris (Beet) Root Extract, Hydrolyzed Rhizobian Gum, Aesculus Hippocastanum (Horse Chestnut) Extract, Rubus Fructicosus (Blackberry) Fruit Extract, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Fructose, Glyceryl Stearate Citarte, Mica, Citric Acid, Parfum, Dehydroacetic Acid, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate, Titanium Dioxide, Iron Oxide.",
Ava Botanical Hitech,"liftingujący krem do twarzy na dzień, 50 ml",(9),52.99,52.99,/ava-liftingujacy-krem-do-twarzy-na-dzien-50-ml-000000000000387161.html,"105,98 zł
/100ml","Liftingujące,
Napinające skórę,
Nawilżające,
Przeciwstarzeniowe,
Przeciwzmarszczkowe,
Ujędrniające","Aqua, Glycerin, Persea Gratissima Oil, Polyglyceryl-4 Laurate, Cetearyl Alcohol, Stearic Acid, Polyglyceryl-2 Stearate, Prunus Amygdalus Dulcis Oil, Polyglyceryl-6 Laurate, Octyldodecyl Oleate, Olus Oil, Macadamia Ternifolia Seed Oil, Glyceryl Stearate, Stizolophus Balsamita Flower Extract, Larix Gmelinii Wood Extract, Caulerpa Lentillifera Extract, Laminaria Hyperborea Extract, Squalene, Oleic Acid, Glycine Soja Oil, Coenochloris Signiensis Extract, Phospholipids, Maltodextrin, Stearyl Alcohol, Octyldodecyl Stearoyl Stearate, Xanthan Gum, Zea Mays Starch, Butylene Glycol, Polyhydroxystearic Acid, Tocopherol, Palmitic Acid, Octyldodecanol, Beta-Sitosterol, Phenoxyethanol, Ethylhexylglycerin, Sodium Benzoate, Sodium Hydroxide, Potassium Sorbate, Citric Acid, Sorbic Acid, Parfum",4.7
Sylveco,"lekki krem z rokitnikiem do twarzy, 50 ml",(7),37.59,46.99,/sylveco-lekki-krem-z-rokitnikiem-do-twarzy-50-ml-000000000000403768.html,"75,18 zł
/100ml",Wzmacniające,"Aqua,Vitis Vinifera Seed Oil,Glycine Soja Oil,Sorbitan Stearate,Sucrose Cocoate,Hippophae Rhamnoides Oil,Butyrospermum Parkii Butter,Glyceryl Stearate,Argania Spinosa Kernel Oil,Simmondsia Chinensis Seed Oil,Stearic Acid,Cetearyl Alcohol,Benzyl Alcohol,Betulin,Tocopheryl Acetate,Aloe Barbadensis Leaf Extract,Allantoin,Xanthan Gum,Dehydroacetic Acid,Saponaria Officinalis Root Extract",4.3
